id,preferred_sector,investment_goal,risk_tolerance,user_id,telegram_chat_id,mpin_hash,mpin_set,telegram_handle
1,,,,1,1096529501,,0,@LokeshBorse
2,,,,2,1096529501,,0,@LokeshBorse
