id,date,open_price,close_price,high_price,low_price,volume,stock_id
1,2026-03-23,1413.6,1413.59997559,1413.6,1413.59997559,0,1
2,2026-03-23,1844.8,1844.80004883,1844.80004883,1844.8,0,2
3,2026-03-23,1770.6,1770.59997559,1770.6,1770.59997559,0,3
4,2026-03-23,624.6,624.599975586,624.6,624.599975586,0,4
5,2026-03-23,1386.3,1386.30004883,1386.30004883,1386.3,0,5
6,2026-03-23,2397.6,2397.60009766,2397.60009766,2397.6,0,6
